Exchange,ErrorCode,ErrorMsg
深交所,21165,同一证券账户在同一个竞买日对于同一证券代码存在多笔有效竞买预约申报； 
深交所,21166,竞买发起或应价申报不满足成交条件 
深交所,21167,证券发生过临时停牌 
深交所,21168,竞买发起申报找不到对应的有效竞买预约申报；竞买应价申报找不到对应的有效竞买发起申报 
深交所,21169,单一主体竞买应价申报委托价格低于或等于当前委托簿中应价申报的委托价格 
深交所,21170,竞买预约已申报了竞买发起 
深交所,21201,议案号和子议案号错误 
深交所,21202,投票意向错误；投票数量应为大于等于0的整数 
深交所,30995,港股通撤单请求被联交所拒绝，具体拒绝原因代码见RejectText 
深交所,30996,港股通委托被联交所自动撤销，具体撤销原因代码见RejectText，撤销原因说明见IMCRejectText 
深交所,30997,港股通委托被联交所拒绝，具体拒绝原因代码见RejectText，拒绝原因说明见IMCRejectText 
深交所,30998,港股通委托被联交所拒绝，具体拒绝原因代码见RejectText，拒绝原因说明见IMCRejectText 
深交所,30999,其他错误 
